gene,control-XX,control-FB,control-BR,control-BC,control-BS,NC_pub,NC_pub,NC_pub,SRR4787052
ENSG00000272021_AC008592.5,0.35,0.00,0.15,0.35,0.00,0.00,0.41,0.12,0.00
ENSG00000272023_AC010240.3,0.44,0.07,0.00,0.12,0.00,0.80,0.20,0.09,0.20
ENSG00000272024_AC064807.4,0.17,0.32,0.16,0.67,0.38,0.00,0.00,0.08,0.19
ENSG00000272025_SNORA74,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00
ENSG00000272027_AC073218.2,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272028_RNU6-87P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272030_AL162258.2,4.18,1.33,3.66,3.53,2.76,0.45,2.58,0.68,0.12
ENSG00000272031_ANKRD34A,5.25,17.79,33.08,20.99,11.98,0.60,1.81,0.21,3.14
ENSG00000272033_AL136984.1,0.05,0.04,0.06,0.06,0.10,0.00,0.32,0.02,3.06
ENSG00000272034_SNORD14A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,0.00
ENSG00000272036_MIR139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272037_AP002907.1,0.33,0.44,0.54,0.19,0.31,1.34,2.50,0.67,0.11
ENSG00000272040_AC010245.2,1.11,0.40,0.85,2.98,0.93,0.08,1.72,0.25,0.97
ENSG00000272043_AC016405.2,0.58,0.83,0.42,0.56,1.28,0.00,0.27,0.12,0.31
ENSG00000272046_AL445647.1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03
ENSG00000272047_GTF2H5,4.52,4.02,2.80,6.31,2.89,0.50,0.38,0.43,2.67
ENSG00000272049_AC091965.4,0.18,0.37,0.45,0.25,0.11,0.00,0.00,0.05,0.00
ENSG00000272050_AL499627.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272051_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272053_AL160400.1,0.00,0.00,0.00,0.00,0.05,0.00,1.01,0.00,0.00
ENSG00000272054_AC007390.2,0.26,0.11,0.11,0.60,0.45,0.69,0.85,0.56,0.31
ENSG00000272055_RNU6-6P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,28.21
ENSG00000272056_AC013472.3,2.65,3.50,4.02,2.79,1.70,0.59,3.32,0.11,2.62
ENSG00000272057_AC016575.1,0.93,0.14,0.73,0.00,0.00,0.00,0.00,0.00,0.21
ENSG00000272068_AL365181.2,0.16,0.14,0.19,0.15,0.40,0.00,0.00,0.00,0.14
ENSG00000272070_AC005618.1,0.68,1.27,0.83,2.07,1.22,0.00,0.14,0.00,2.27
ENSG00000272071_AC122710.3,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.25
ENSG00000272072_AC004492.1,0.52,0.62,0.39,2.84,0.54,0.26,3.20,1.21,0.80
ENSG00000272075_RN7SL828P,0.00,0.00,0.00,0.00,0.00,1.13,0.57,0.00,0.00
ENSG00000272076_AC090186.1,0.38,0.11,0.14,1.44,0.66,0.00,0.26,0.06,0.45
ENSG00000272077_AC124045.1,1.19,2.13,1.65,2.35,0.79,0.82,1.03,0.27,2.39
ENSG00000272078_AL139423.1,0.33,0.30,0.30,0.04,0.08,0.04,0.01,0.01,0.11
ENSG00000272079_AC004233.3,1.36,1.20,8.55,8.21,4.49,1.36,0.38,0.09,0.34
ENSG00000272080_MIR502,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272081_AC008972.2,0.00,0.56,0.23,0.49,0.14,0.00,0.31,0.00,0.42
ENSG00000272084_AL137127.1,0.25,0.96,0.88,0.75,1.16,0.18,1.10,0.03,1.16
ENSG00000272085_AC091979.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272086_AC025181.2,2.28,4.51,3.34,4.72,4.34,2.35,1.15,0.84,2.25
ENSG00000272087_AC080013.4,0.86,0.48,0.70,3.07,0.83,1.64,1.13,0.10,0.00
ENSG00000272088_AL512413.1,0.00,0.07,0.00,0.13,0.43,0.00,0.00,0.00,0.00
ENSG00000272092_AC087623.3,0.20,0.63,0.75,0.28,0.43,3.59,0.57,0.03,0.50
ENSG00000272094_AC091614.1,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.10,0.19
ENSG00000272096_RN7SL715P,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272097_AL024498.1,0.49,0.84,1.24,1.72,0.47,1.42,0.57,0.42,0.10
ENSG00000272100_AL513218.1,1.19,2.27,2.43,3.41,1.42,7.77,0.68,0.19,1.22
ENSG00000272102_AL133406.3,0.31,1.81,0.96,1.28,0.48,0.00,0.28,0.06,1.10
ENSG00000272103_AC026741.1,0.43,0.10,0.00,0.51,0.57,0.00,0.00,0.00,0.15
ENSG00000272104_Z84492.1,0.00,0.48,0.19,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272106_AL691432.2,13.24,25.60,27.21,30.41,24.06,0.44,2.24,0.92,6.73
ENSG00000272108_AC244517.1,0.26,0.44,0.29,0.61,0.25,0.00,0.00,0.00,1.52
ENSG00000272109_AC008906.2,0.06,0.00,0.00,0.00,0.00,3.52,2.23,0.46,0.00
ENSG00000272112_AC011374.2,4.69,0.26,1.54,3.33,1.13,0.00,0.00,0.00,0.77
ENSG00000272113_Y_RNA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272114_AL136131.3,1.55,29.37,11.54,17.70,1.41,0.00,8.68,1.32,0.00
ENSG00000272115_AC233992.3,0.12,2.03,1.23,1.84,0.81,0.00,0.00,0.00,0.72
ENSG00000272121_AC006058.3,1.04,2.36,1.99,0.81,1.23,0.00,0.00,0.00,0.92
ENSG00000272123_AC008966.2,1.16,0.27,1.21,2.81,1.74,0.00,0.00,0.00,0.48
ENSG00000272128_AP006545.2,0.13,6.78,0.52,0.27,0.15,0.00,0.00,0.07,2.64
ENSG00000272129_AL359715.4,1.25,0.36,2.16,2.63,1.95,0.06,0.76,0.04,1.31
ENSG00000272130_AC091946.2,0.00,0.24,1.64,2.21,2.25,0.00,0.30,0.00,0.71
ENSG00000272134_AC103810.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272135_AL359747.1,0.10,0.04,0.14,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272137_AL451064.1,0.06,0.15,0.06,0.26,0.30,0.00,0.16,0.00,1.05
ENSG00000272138_LINC01607,0.80,3.05,0.33,0.47,0.72,0.00,0.00,0.00,1.02
ENSG00000272139_AC113349.2,0.10,1.11,0.28,0.26,0.16,0.00,0.00,0.00,0.43
ENSG00000272140_AC022400.5,0.34,1.14,0.94,1.46,0.58,8.70,18.22,2.36,3.73
ENSG00000272141_AL390719.2,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272142_AL359643.3,0.46,0.20,0.32,0.24,0.43,2.98,3.92,1.97,0.11
ENSG00000272143_FGF14-AS2,8.59,1.77,3.34,3.18,5.76,0.00,0.32,0.17,0.46
ENSG00000272144_AC025171.4,0.35,0.03,0.13,0.03,0.05,5.37,2.13,0.17,0.05
ENSG00000272145_NFYC-AS1,2.01,1.60,2.40,5.38,1.54,1.01,7.29,1.25,2.13
ENSG00000272146_ARF4-AS1,0.70,0.15,0.39,0.00,0.23,0.00,1.31,0.35,1.35
ENSG00000272148_AC013403.2,1.17,2.94,1.47,1.88,1.44,0.00,0.32,0.00,3.07
ENSG00000272149_AC112211.1,0.00,0.00,0.00,0.00,0.00,5.00,0.79,0.95,0.00
ENSG00000272150_NBPF25P,0.49,1.37,0.94,1.69,0.63,0.53,0.30,0.08,0.82
ENSG00000272153_AL365330.1,1.47,6.48,6.08,5.01,1.85,0.90,1.68,0.33,0.13
ENSG00000272154_AC244517.2,0.32,0.33,0.12,0.28,1.05,0.00,0.00,0.16,0.22
ENSG00000272155_AC055822.1,1.90,2.81,1.04,1.64,0.65,0.23,0.70,0.45,2.79
ENSG00000272156_AC008280.3,1.72,0.11,0.50,0.37,0.16,1.69,0.39,0.08,0.98
ENSG00000272157_AC107373.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28
ENSG00000272158_AL139022.2,1.98,0.55,0.56,4.47,0.66,0.00,0.35,0.00,0.83
ENSG00000272159_AC087623.4,1.70,0.51,4.58,18.41,7.52,0.14,1.54,0.36,1.22
ENSG00000272160_RNU4-5P,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.00
ENSG00000272161_AL589739.1,0.00,0.33,2.17,3.52,1.66,0.00,0.00,0.00,0.00
ENSG00000272162_AL024498.2,0.11,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.28
ENSG00000272163_AF106564.1,3.67,17.19,14.29,21.53,7.21,0.00,0.00,0.00,6.57
ENSG00000272164_AC005972.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00
ENSG00000272166_SNORD5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272167_AL606537.1,0.00,0.04,0.03,0.00,0.02,0.00,0.47,0.50,0.00
ENSG00000272168_CASC15,1.86,11.08,3.42,1.68,1.26,0.00,0.66,0.04,39.30
ENSG00000272170_AL355385.1,0.08,1.57,1.69,1.13,0.56,0.00,0.00,0.00,0.00
ENSG00000272172_AC138696.2,0.00,2.26,5.38,0.92,0.00,0.00,0.44,0.00,1.41
ENSG00000272173_U47924.2,4.75,15.27,10.87,18.95,12.80,0.25,1.86,0.09,0.55
ENSG00000272175_AL050343.2,0.00,0.26,0.18,1.69,0.41,0.00,1.26,0.00,0.39
ENSG00000272180_AC011306.1,0.00,0.01,0.08,0.00,0.04,0.00,0.00,0.00,0.00
ENSG00000272181_AC012557.2,0.63,0.00,0.00,0.86,0.54,0.00,1.32,0.49,0.18
ENSG00000272182_AC135507.1,8.69,1.09,5.57,6.46,4.34,1.31,1.22,0.49,1.51
ENSG00000272183_AC005041.3,0.78,0.13,0.08,0.82,0.46,0.00,0.34,0.00,0.19
ENSG00000272186_AP003392.6,0.92,0.76,2.66,2.07,1.46,0.00,2.32,0.56,1.14
ENSG00000272189_AL024508.2,0.57,1.36,0.70,0.80,0.43,0.00,0.25,0.06,0.59
ENSG00000272192_AC100812.1,0.18,0.52,0.18,0.19,0.11,0.00,4.09,0.22,0.00
ENSG00000272195_AL356512.1,0.89,1.47,2.14,3.71,1.71,1.64,0.89,0.10,0.82
ENSG00000272196_HIST2H2AA4,31.43,13.98,6.00,6.81,17.43,0.00,159.30,20.35,41.48
ENSG00000272197_RN7SL803P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32
ENSG00000272202_AC097358.2,0.09,0.08,0.00,0.00,0.09,0.00,0.00,0.00,0.09
ENSG00000272203_AC004775.1,0.29,0.05,0.22,1.48,0.38,0.00,0.00,0.00,0.00
ENSG00000272205_AL451050.2,0.55,0.51,0.98,1.38,1.21,20.43,0.64,0.09,0.18
ENSG00000272209_AL023583.1,0.06,0.09,0.08,0.51,0.00,0.40,0.06,0.00,0.05
ENSG00000272211_AC114760.2,0.00,0.01,0.03,0.01,0.05,1.55,7.56,1.76,0.00
ENSG00000272215_U7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272217_AL645940.1,0.49,0.25,0.44,1.18,0.10,0.00,0.37,0.21,0.43
ENSG00000272218_AC108865.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272219_AC005072.1,0.00,0.00,0.00,0.10,0.00,0.00,2.73,0.24,0.78
ENSG00000272220_AC103810.8,0.00,0.00,0.00,23.69,0.00,0.00,7.79,13.09,5.17
ENSG00000272221_AL645933.2,1.18,0.25,0.62,0.65,0.94,1.13,1.60,0.49,0.09
ENSG00000272223_AL136304.1,0.43,2.12,1.34,2.07,0.30,3.55,0.63,0.26,0.67
ENSG00000272226_AL136985.2,0.10,0.21,0.26,0.36,0.49,0.00,0.56,0.66,0.00
ENSG00000272230_MIR3666,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00
ENSG00000272232_RN7SL726P,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.67
ENSG00000272234_AC008945.2,0.00,0.27,0.00,0.13,0.00,0.84,0.82,0.36,0.00
ENSG00000272235_AL590438.1,0.21,0.10,0.05,0.01,0.07,0.00,0.00,0.00,0.07
ENSG00000272236_AL645939.5,0.00,0.00,0.00,0.00,0.00,0.00,3.46,0.66,0.00
ENSG00000272237_SNORA25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272239_AC011373.1,1.58,0.00,0.00,0.76,0.65,0.00,0.00,0.00,0.59
ENSG00000272240_AC004908.1,0.36,1.58,1.89,2.13,1.89,0.00,10.11,0.50,0.12
ENSG00000272243_AL356277.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272247_AC080013.5,0.07,0.21,0.62,0.36,0.61,1.27,1.28,0.18,0.18
ENSG00000272248_AL138831.2,0.06,0.28,0.47,0.58,0.28,0.00,0.78,0.00,0.00
ENSG00000272249_AP003117.2,0.10,0.00,0.05,0.00,0.00,0.36,0.14,0.18,0.24
ENSG00000272253_RNA5SP386,0.00,0.00,0.00,0.00,0.00,0.00,2.02,0.00,0.00
ENSG00000272254_AC022893.3,0.00,0.00,0.00,0.20,0.17,1.89,0.89,0.31,0.00
ENSG00000272255_AC113361.1,0.56,0.57,0.56,0.07,0.60,0.00,0.00,0.00,0.37
ENSG00000272256_AC044849.2,1.42,2.30,3.30,3.51,0.88,0.27,1.30,0.09,0.68
ENSG00000272259_LINC01749,0.00,0.01,0.10,0.07,0.01,0.00,0.00,0.00,0.00
ENSG00000272262_RNU6-89P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272263_AC034198.2,0.90,5.41,2.28,1.63,1.31,1.38,0.89,0.00,2.14
ENSG00000272264_AC009686.2,0.37,0.07,0.32,0.97,0.11,0.00,0.51,0.00,0.00
ENSG00000272265_AC034236.3,0.20,0.10,0.52,0.18,0.00,0.22,0.50,0.43,0.31
ENSG00000272267_AC021242.3,0.28,1.34,0.43,0.66,1.21,1.16,1.00,0.09,0.61
ENSG00000272269_AL138724.1,1.01,1.03,1.41,2.01,1.73,0.00,0.94,0.00,0.40
ENSG00000272273_AL662797.2,2.37,0.87,2.42,2.30,2.13,6.95,47.86,23.42,0.89
ENSG00000272274_LINC00551,0.05,0.00,0.10,0.02,0.00,0.00,0.00,0.00,0.03
ENSG00000272275_AC092687.3,2.12,1.08,0.61,0.60,1.01,0.00,0.00,0.79,0.40
ENSG00000272277_AL031963.3,0.72,1.94,1.28,1.86,1.11,0.99,2.67,0.54,1.08
ENSG00000272279_AL512329.2,2.10,0.28,1.00,1.67,0.83,0.18,0.14,0.06,0.24
ENSG00000272281_TPTE2P2,0.04,0.02,0.05,0.00,0.00,0.00,0.31,0.00,0.03
ENSG00000272282_LINC02084,0.00,0.07,0.22,0.23,0.29,0.00,0.00,0.00,0.00
ENSG00000272288_AL451165.2,15.53,2.52,9.10,7.94,9.83,17.10,10.45,5.07,0.77
ENSG00000272293_AC083964.1,0.49,0.53,0.24,1.48,0.39,0.46,0.35,0.30,0.10
ENSG00000272296_SNORD96A,0.00,0.00,0.00,0.00,0.00,0.00,39.25,0.00,0.00
ENSG00000272297_AC018709.1,0.01,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.02
ENSG00000272298_AC091544.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272301_AP002360.4,2.77,3.81,2.99,3.83,1.58,0.00,0.16,0.00,3.50
ENSG00000272304_AC096721.1,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272305_AC096887.1,0.05,0.38,0.28,0.24,0.00,0.00,1.33,0.00,0.88
ENSG00000272308_AC104113.1,1.18,0.49,0.55,2.14,0.29,0.21,2.08,0.21,0.59
ENSG00000272311_IFNL4P1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272312_AL133255.1,0.29,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.17
ENSG00000272316_AL021368.2,1.50,0.35,0.45,4.63,1.85,1.57,1.36,0.50,2.18
ENSG00000272319_AL022345.1,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.00
ENSG00000272320_AL445309.1,0.24,0.97,0.39,3.06,1.55,0.71,2.06,0.49,0.71
ENSG00000272321_AP003355.2,1.58,1.34,5.69,1.00,0.39,0.00,0.03,0.01,0.96
ENSG00000272323_AC026801.3,1.95,0.90,1.38,0.43,0.79,0.00,0.00,0.00,0.60
ENSG00000272324_AC012629.2,0.00,0.55,0.28,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272325_NUDT3,27.50,41.51,36.52,41.60,12.73,6.48,9.18,1.52,48.76
ENSG00000272328_AC007128.2,0.00,0.00,0.00,0.00,0.00,0.91,0.41,0.00,0.22
ENSG00000272329_AL353581.1,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.09
ENSG00000272330_AC002044.1,0.00,0.00,0.00,0.00,0.00,0.00,13.66,0.70,0.00
ENSG00000272333_KMT2B,10.79,36.07,24.27,28.66,19.36,2.30,11.26,1.65,6.56
ENSG00000272334_AC011816.2,0.00,0.24,0.10,0.41,0.23,0.53,0.40,0.17,0.24
ENSG00000272335_AC093297.3,7.96,1.67,5.06,17.84,5.24,0.25,2.33,0.44,3.94
ENSG00000272337_RNU6-90P,0.00,0.00,0.00,0.00,0.00,5.52,2.08,0.00,0.00
ENSG00000272338_AC067838.1,3.52,1.01,3.37,6.79,3.17,0.68,2.32,0.33,0.45
ENSG00000272341_AL137003.2,1.18,1.82,1.05,3.03,1.39,0.45,0.45,0.11,1.25
ENSG00000272342_LINC01115,0.00,2.02,0.05,0.06,0.00,0.00,0.00,0.00,0.11
ENSG00000272343_AC107952.2,9.08,5.19,7.44,15.14,8.77,3.12,0.00,1.28,5.02
ENSG00000272344_SNORD114-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272345_AL031775.1,3.44,0.88,2.53,4.49,1.92,0.91,0.62,1.07,1.54
ENSG00000272346_AC103810.9,0.00,0.00,0.00,0.00,0.00,0.00,2.77,0.00,0.00
ENSG00000272347_AC116351.2,0.01,0.11,0.21,0.06,0.09,0.00,0.00,0.00,0.20
ENSG00000272351_RNA5SP506,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272354_AC092354.1,0.29,0.00,0.19,0.65,0.22,0.85,0.00,0.00,0.43
ENSG00000272356_AL080317.3,0.25,0.25,0.49,0.73,0.29,0.58,1.32,0.26,1.00
ENSG00000272359_RNU4-89P,0.00,1.59,0.00,0.00,0.00,0.00,3.34,0.00,0.00
ENSG00000272360_AC116036.2,0.99,0.10,0.39,0.09,0.92,0.00,0.83,0.07,0.15
ENSG00000272361_AC005014.2,0.61,0.82,1.53,2.94,1.04,0.00,0.74,0.05,1.49
ENSG00000272362_AL160408.5,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00
ENSG00000272366_AL158211.3,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272367_AC018754.1,1.07,0.79,0.75,3.45,1.47,1.17,4.02,0.33,2.44
ENSG00000272368_AC074032.1,5.09,0.55,2.48,8.62,3.26,2.06,1.57,0.28,0.33
ENSG00000272369_AC008035.1,0.00,0.05,0.00,0.10,0.00,1.60,0.35,0.00,0.00
ENSG00000272370_AC092354.2,0.94,0.75,0.44,2.76,0.26,0.00,0.00,0.00,0.53
ENSG00000272371_AL591167.1,0.00,0.27,0.07,0.00,0.00,0.00,1.19,0.07,1.58
ENSG00000272372_AC009102.2,0.71,3.31,3.21,1.13,0.99,0.00,0.00,0.00,0.03
ENSG00000272374_Z97832.2,0.40,0.92,0.86,0.25,0.23,0.80,0.28,0.15,1.98
ENSG00000272375_AC026979.4,1.18,0.29,0.67,3.65,1.22,0.00,2.04,0.05,0.96
ENSG00000272379_AL008729.2,76.71,32.58,52.54,10.39,4.95,0.31,2.58,2.64,1.94
ENSG00000272380_MIR3976,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272381_AL356258.1,0.00,0.08,0.10,0.08,0.00,0.39,0.06,0.08,0.16
ENSG00000272382_AC025171.5,0.37,0.04,0.17,0.10,0.00,0.71,0.38,0.10,0.00
ENSG00000272383_AC006270.3,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.03,0.00
ENSG00000272384_AC016405.3,0.08,0.98,0.64,0.76,0.45,0.00,0.16,0.07,0.20
ENSG00000272386_AC015802.5,0.17,0.39,0.81,0.58,0.00,2.68,0.20,0.27,0.00
ENSG00000272387_AL022345.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272389_AC008536.2,1.01,0.50,0.65,0.90,0.25,1.87,0.00,0.00,0.25
ENSG00000272391_POM121C,6.98,37.70,36.15,32.28,15.38,18.46,54.27,12.19,15.47
ENSG00000272393_RNU6-92P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272395_IFNL4,0.00,0.33,0.10,0.03,0.00,0.00,0.00,0.00,0.04
ENSG00000272396_AC005392.3,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272397_AL138916.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16
ENSG00000272398_CD24,1.89,664.30,8.26,2.58,4.00,0.00,0.00,0.17,434.27
ENSG00000272400_AC103810.10,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272402_AL031775.2,1.08,0.45,0.98,2.04,0.77,0.00,5.09,0.42,0.38
ENSG00000272405_AL365181.3,1.05,1.83,1.15,1.00,0.95,0.00,0.02,0.00,0.18
ENSG00000272406_AC108102.1,0.00,0.04,0.00,0.28,0.00,0.00,0.68,0.06,0.00
ENSG00000272407_AL022394.1,0.00,0.00,0.38,0.00,0.00,1.97,0.60,0.00,0.35
ENSG00000272410_AC022384.1,0.04,0.78,0.29,0.83,0.16,4.87,3.25,0.28,4.36
ENSG00000272411_AC116312.1,0.14,0.00,0.00,0.56,0.63,0.36,0.81,2.79,0.00
ENSG00000272412_RN7SL778P,0.16,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.00
ENSG00000272414_FAM47E-STBD1,6.79,1.69,3.45,2.27,2.70,0.00,0.56,0.16,1.01
ENSG00000272416_AC025175.1,1.23,0.96,0.54,1.02,0.38,0.38,0.19,0.08,1.56
ENSG00000272417_AC034229.4,0.36,0.22,0.42,0.98,0.99,0.23,0.18,0.08,0.83
ENSG00000272418_AC090607.4,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.90
ENSG00000272419_AC241585.2,14.24,15.64,10.82,12.41,6.04,1.87,12.60,5.51,10.47
ENSG00000272420_AL513477.2,2.42,1.38,7.03,14.22,7.83,0.17,1.57,1.29,0.80
ENSG00000272425_AC009902.3,0.48,0.55,0.63,1.38,0.94,0.08,0.09,0.01,0.18
ENSG00000272426_BX284668.6,0.00,0.40,0.21,0.40,0.17,2.59,1.78,0.76,0.84
ENSG00000272428_AL450270.1,0.36,0.00,0.17,0.12,0.00,0.00,0.00,0.00,0.00
ENSG00000272430_AL356056.3,0.55,3.11,0.30,0.45,0.89,0.00,1.85,0.24,0.12
ENSG00000272431_AC104117.5,0.45,0.12,0.50,0.35,0.12,0.00,0.68,0.41,1.21
ENSG00000272432_AL031432.3,0.61,1.25,1.14,1.43,0.85,0.42,0.32,0.07,0.29
ENSG00000272434_AC137630.3,1.43,4.59,1.48,6.98,2.65,0.00,0.00,0.09,1.01
ENSG00000272435_RNA5SP357,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272436_CUX2P1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272438_AL645608.7,0.00,1.81,0.11,0.00,0.00,0.00,0.00,0.00,0.98
ENSG00000272439_RNU6-91P,0.00,0.00,0.00,0.00,0.00,0.00,2.02,0.00,0.00
ENSG00000272440_AC080013.6,0.90,0.00,0.00,0.00,0.00,1.83,3.23,0.20,0.79
ENSG00000272442_AL353588.1,0.03,0.28,0.22,0.26,0.07,0.24,0.30,0.00,0.02
ENSG00000272443_OR13Z2P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272444_AL118558.4,2.42,0.93,2.69,1.26,2.69,0.00,0.45,0.10,0.10
ENSG00000272445_RNU6-84P,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272446_AL158850.2,0.00,0.01,0.00,0.00,0.00,0.00,1.11,0.00,0.00
ENSG00000272447_AL135925.1,2.10,7.13,4.19,2.49,2.74,0.21,0.23,0.02,5.57
ENSG00000272449_AL139246.5,1.06,1.76,4.13,1.04,1.60,0.00,0.07,0.06,0.56
ENSG00000272455_AL391244.3,2.40,4.98,5.09,5.41,3.91,0.06,1.34,0.25,1.81
ENSG00000272456_AC087045.2,0.00,0.00,0.02,0.00,0.00,0.09,0.56,0.00,0.00
ENSG00000272457_AC113194.1,0.52,0.18,0.17,0.24,0.14,0.00,0.00,0.00,0.27
ENSG00000272458_MIR432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272459_AC139795.3,0.87,2.75,1.62,0.57,0.72,0.00,0.28,0.00,0.49
ENSG00000272460_SNORD115-40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272461_AP005328.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272462_U91328.2,1.05,1.75,2.70,3.32,2.70,2.00,1.28,0.50,0.50
ENSG00000272463_AL357054.4,0.16,0.13,0.13,0.16,0.18,0.59,0.47,0.06,0.14
ENSG00000272465_AL031768.1,0.00,0.12,0.00,0.00,0.00,0.00,0.41,0.04,0.52
ENSG00000272468_AL021807.1,1.29,0.66,0.29,0.07,0.00,0.00,1.32,0.00,0.46
ENSG00000272469_RN7SL760P,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.14,0.85
ENSG00000272472_AL512283.1,0.01,0.03,0.00,0.06,0.00,0.07,0.00,0.00,0.08
ENSG00000272473_AC006273.1,0.00,0.00,0.05,0.00,0.19,0.00,0.08,0.04,0.00
ENSG00000272474_SNORD113-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272476_AL024507.2,0.20,0.63,0.34,0.31,0.26,0.15,2.60,0.23,0.17
ENSG00000272477_AC144521.1,0.00,0.02,0.00,0.00,0.00,0.00,0.22,0.03,1.64
ENSG00000272478_AL020996.3,4.95,25.81,35.37,35.17,20.96,0.00,0.00,0.00,1.42
ENSG00000272479_AC010857.1,1.55,0.04,0.57,0.06,0.42,0.00,0.00,0.05,0.11
ENSG00000272480_AC242628.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENSG00000272482_AC254633.1,0.00,0.26,0.78,0.15,0.52,0.00,5.74,2.78,0.00
ENSG00000272483_AC022001.3,0.00,0.11,0.04,0.62,0.00,0.00,1.98,0.21,0.11
ENSG00000272485_AL392183.1,0.02,0.07,0.02,0.03,0.02,0.00,0.11,0.00,0.00
ENSG00000272486_AC090922.1,0.30,0.83,0.74,3.60,1.04,3.45,5.41,0.79,0.27
