gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
EOGT	EOGT_69005140-69005234	0.4065	0.0148492424049175	2		chr3:69005140-69005234	-	0
SPAG4	SPAG4_35618087-35618130	0.345333333333333	0.0456544995956952	3		chr20:35618087-35618130	+	0
FBXO28	FBXO28_224134074-224134212	0.2615	0.0544472221513641	2		chr1:224134074-224134212	+	0
SNAP91	SNAP91_83593182-83593259	0.268666666666667	0.0626843946555547	3		chr6:83593182-83593259	-	0
PRELID3B	PRELID3B_59037191-59037280	0.3725	0.00494974746830584	2		chr20:59037191-59037280	-	0
LINC00472	LINC00472_71417320-71417443	0.375	0.215543499090091	3		chr6:71417320-71417443	-	0
LINC00511	LINC00511_72431128-72431224	0.2515	0.0205060966544099	2		chr17:72431128-72431224	-	0
IKBKB	IKBKB_42329124-42329214	0.2485	0.0134350288425444	2		chr8:42329124-42329214	+	0
AC004980.1	AC004980.1_76551464-76551522	0.473	0.125043992258725	3		chr7:76551464-76551522	+	0
C3orf35	C3orf35_37399477-37399659	0.478	0.131521861300698	2		chr3:37399477-37399659	+	0
FYCO1	FYCO1_45975239-45975345	0.5455	0.226981276760882	2		chr3:45975239-45975345	-	0
FYCO1	FYCO1_45981570-45981676	0.256	0.0113137084989848	2		chr3:45981570-45981676	-	0
COPA	COPA_160307163-160307245	0.364	0.186676190233249	2		chr1:160307163-160307245	-	0
STAM2	STAM2_152135509-152135603	0.2305	0.0233345237791561	2		chr2:152135509-152135603	-	0
PSME4	PSME4_53939956-53940000	0.307	0.109412065148228	3		chr2:53939956-53940000	-	0
CCDC88A	CCDC88A_55299828-55299919	0.3205	0.00212132034355964	2		chr2:55299828-55299919	-	0
CCDC88A	CCDC88A_55299839-55299919	0.211	0.00989949493661167	2		chr2:55299839-55299919	-	0
CCDC88A	CCDC88A_55362308-55362448	0.381	0.0933380951166243	2		chr2:55362308-55362448	-	0
RABL2A	RABL2A_113641781-113641864	0.329	0.0197989898732233	2		chr2:113641781-113641864	+	0
TIA1	TIA1_70216208-70216292	0.415	0.175362481734264	2		chr2:70216208-70216292	-	0
RHOBTB1	RHOBTB1_60877908-60878058	0.225	0.0353553390593274	2		chr10:60877908-60878058	-	0
MTAP	MTAP_21816714-21816772	0.319	0.0777817459305202	2		chr9:21816714-21816772	+	0
NUP214	NUP214_131178311-131178410	0.2705	0.0586898628384834	2		chr9:131178311-131178410	+	0
CACNA2D1	CACNA2D1_81968887-81968973	0.5505	0.181726442764943	2		chr7:81968887-81968973	-	0
CACNA2D1	CACNA2D1_81984635-81984711	0.325	0.149906637611548	2		chr7:81984635-81984711	-	0
MCCC1	MCCC1_183025755-183025804	0.323	0.101823376490863	2		chr3:183025755-183025804	-	0
NAA35	NAA35_86013046-86013144	0.2645	0.0714177848998413	2		chr9:86013046-86013144	+	0
VIRMA	VIRMA_94537103-94537151	0.908	0.130107647738325	2		chr8:94537103-94537151	-	1
NUP188	NUP188_128990153-128990226	0.3885	0.188797510576808	2		chr9:128990153-128990226	+	0
MTMR12	MTMR12_32271833-32271905	0.4	0.145663996924429	2		chr5:32271833-32271905	-	0
RAD17	RAD17_69372034-69372217	0.336333333333333	0.104543451891227	3		chr5:69372034-69372217	+	0
ITGA1	ITGA1_52920332-52920468	0.3345	0.0275771644662753	2		chr5:52920332-52920468	+	0
GAPVD1	GAPVD1_125359420-125359492	0.3375	0.0784888527117068	2		chr9:125359420-125359492	+	0
GLT1D1	GLT1D1_128912424-128912460	0.339	0.0724534333209959	5		chr12:128912424-128912460	+	0
MMS19	MMS19_97466504-97466585	0.2055	0.00636396103067891	2		chr10:97466504-97466585	-	0
CCDC112	CCDC112_115269703-115269798	0.3145	0.106773123959169	2		chr5:115269703-115269798	-	0
EPG5	EPG5_45917679-45917819	0.3	0.0760986202240225	3		chr18:45917679-45917819	-	0
LARS1	LARS1_146131019-146131109	0.4645	0.170412734265958	2		chr5:146131019-146131109	-	0
CHORDC1	CHORDC1_90211215-90211318	0.3115	0.021920310216783	2		chr11:90211215-90211318	-	0
CHORDC1	CHORDC1_90215174-90215230	0.226	0.0268700576850888	2		chr11:90215174-90215230	-	0
ZNF875	ZNF875_37322185-37322232	0.2375	0.0487903679018718	2		chr19:37322185-37322232	+	0
FNBP1L	FNBP1L_93523344-93523491	0.247	0.0169705627484772	2		chr1:93523344-93523491	+	0
COL23A1	COL23A1_178252544-178252597	0.279	0.0014142135623731	2		chr5:178252544-178252597	-	0
ECI2	ECI2_4119186-4119275	0.351	0.0268700576850888	2		chr6:4119186-4119275	-	0
SLC35C2	SLC35C2_46357623-46357702	0.3385	0.0997020561473032	2		chr20:46357623-46357702	-	0
SLC35C2	SLC35C2_46357623-46357773	0.2835	0.0233345237791561	2		chr20:46357623-46357773	-	0
DMTN	DMTN_22069016-22069060	0.255	0.0381837661840735	2		chr8:22069016-22069060	+	0
C6orf136	C6orf136_30652648-30652717	0.305	0.0777817459305202	2		chr6:30652648-30652717	+	0
PSIP1	PSIP1_15479591-15479687	0.2815	0.0615182899632297	2		chr9:15479591-15479687	-	0
RFC1	RFC1_39321287-39321374	0.499666666666667	0.269552097623694	3		chr4:39321287-39321374	-	0
RFC1	RFC1_39323340-39323417	0.3735	0.0304055915910216	2		chr4:39323340-39323417	-	0
TYW1B	TYW1B_72810471-72810665	0.392	0.253144227664784	2		chr7:72810471-72810665	-	0
FAM81B	FAM81B_95420284-95420402	0.509	0.128693434175952	2		chr5:95420284-95420402	+	0
FOXJ3	FOXJ3_42205762-42205863	0.333	0.0650538238691624	2		chr1:42205762-42205863	-	0
MTO1	MTO1_73497736-73497896	0.237666666666667	0.0398789836045671	3		chr6:73497736-73497896	+	0
PNISR	PNISR_99403829-99403882	0.3105	0.130814754519511	2		chr6:99403829-99403882	-	0
HACE1	HACE1_104776741-104776828	0.3115	0.137885822331377	2		chr6:104776741-104776828	-	0
PIK3CA	PIK3CA_179225962-179226040	0.3125	0.152027957955108	2		chr3:179225962-179226040	+	0
SOS1	SOS1_39014765-39014846	0.266	0.0494974746830583	2		chr2:39014765-39014846	-	0
TBRG4	TBRG4_45103333-45103443	0.223	0.0254558441227157	2		chr7:45103333-45103443	-	0
MAP7	MAP7_136372501-136372649	0.4155	0.263750829382582	2		chr6:136372501-136372649	-	0
EML6	EML6_54952594-54952692	0.339	0.0430929228528305	3		chr2:54952594-54952692	+	0
WRN	WRN_31090465-31090532	0.393	0.236173664916307	2		chr8:31090465-31090532	+	0
CNBD2	CNBD2_35980459-35980622	0.5655	0.260922402257836	2		chr20:35980459-35980622	+	0
PIFO	PIFO_111346910-111347049	0.223666666666667	0.021594752448994	3		chr1:111346910-111347049	+	0
MRS2	MRS2_24408408-24408444	0.593	0.115965512114594	2		chr6:24408408-24408444	+	0
EIF2AK1	EIF2AK1_6028615-6028697	0.314	0.0155563491861041	2		chr7:6028615-6028697	-	0
FAN1	FAN1_30910614-30910815	0.344	0.00141421356237306	2		chr15:30910614-30910815	+	0
VKORC1L1	VKORC1L1_65948671-65948780	0.2515	0.037476659402887	2		chr7:65948671-65948780	+	0
PHF20L1	PHF20L1_132824004-132824060	0.233	0.0339411254969543	2		chr8:132824004-132824060	+	0
VPS50	VPS50_93252653-93252775	0.327666666666667	0.0631294965395205	3		chr7:93252653-93252775	+	0
PUS7	PUS7_105470688-105470848	0.369333333333333	0.0531162247654456	3		chr7:105470688-105470848	-	0
PUS7	PUS7_105470761-105470848	0.322	0.0339411254969543	2		chr7:105470761-105470848	-	0
PUS7	PUS7_105506189-105506273	0.2995	0.00777817459305203	2		chr7:105506189-105506273	-	0
TOP2B	TOP2B_25618418-25618509	0.2775	0.0799030662740799	2		chr3:25618418-25618509	-	0
TES	TES_116234534-116234619	0.306	0	2		chr7:116234534-116234619	+	0
RBM28	RBM28_128317659-128317733	0.3025	0.0940452018978108	2		chr7:128317659-128317733	-	0
CPSF7	CPSF7_61420470-61420573	0.2435	0.0205060966544099	2		chr11:61420470-61420573	-	0
ZNF706	ZNF706_101199990-101200097	0.275	0.0325269119345812	2		chr8:101199990-101200097	-	0
ANKRD13A	ANKRD13A_110024046-110024112	0.489	0.185261976670875	2		chr12:110024046-110024112	+	0
PRKDC	PRKDC_47897161-47897294	0.503	0.176776695296637	2		chr8:47897161-47897294	-	0
CSPP1	CSPP1_67076482-67076581	0.265	0.00854400374531754	3		chr8:67076482-67076581	+	0
TMEM67	TMEM67_93782395-93782460	0.4225	0.253851334445971	2		chr8:93782395-93782460	+	0
TMEM67	TMEM67_93797331-93797470	0.393	0.0395979797464467	2		chr8:93797331-93797470	+	0
MPDZ	MPDZ_13205036-13205107	0.369	0.110308657865101	2		chr9:13205036-13205107	-	0
EPS15	EPS15_51440347-51440432	0.285	0.0876812408671319	2		chr1:51440347-51440432	-	0
UBAP2	UBAP2_33932562-33932628	0.268	0.0254558441227157	2		chr9:33932562-33932628	-	0
UACA	UACA_70682758-70682795	0.4135	0.300520382004283	2		chr15:70682758-70682795	-	0
SLC35B3	SLC35B3_8412885-8413699	0.354	0.132317799256185	3		chr6:8412885-8413699	-	0
NKTR	NKTR_42627200-42630575	0.542	0.176776695296637	2		chr3:42627200-42630575	+	0
EPHA6	EPHA6_97479294-97479364	0.325	0.10040916292849	2		chr3:97479294-97479364	+	0
ECPAS	ECPAS_111384522-111384569	0.2325	0.0332340187157677	2		chr9:111384522-111384569	-	0
QSOX2	QSOX2_136224861-136224909	0.423	0.0933380951166243	2		chr9:136224861-136224909	-	0
ZCCHC10	ZCCHC10_133006759-133006920	0.255	0.0622253967444162	2		chr5:133006759-133006920	-	0
CCDC138	CCDC138_108839185-108839301	0.382666666666667	0.065041012702243	3		chr2:108839185-108839301	+	0
STRBP	STRBP_123139529-123139687	0.2785	0.0855599205235723	2		chr9:123139529-123139687	-	0
ARHGAP12	ARHGAP12_31817788-31817886	0.2635	0.0827314933988261	2		chr10:31817788-31817886	-	0
PAN3	PAN3_28271981-28272071	0.2695	0.0247487373415291	2		chr13:28271981-28272071	+	0
DDX50	DDX50_68943213-68943257	0.2685	0.00353553390593274	2		chr10:68943213-68943257	+	0
TM6SF1	TM6SF1_83121921-83122003	0.377	0.137417247825737	5		chr15:83121921-83122003	+	0
IFT88	IFT88_20615793-20615879	0.421	0.209303607231218	2		chr13:20615793-20615879	+	0
TSNAXIP1	TSNAXIP1_67826152-67826282	0.29	0.0834386001800126	2		chr16:67826152-67826282	+	0
AC011416.4	AC011416.4_127264502-127264718	0.3205	0.0176776695296637	2		chr5:127264502-127264718	-	0
STAMBP	STAMBP_73870143-73870352	0.4285	0.201525432638166	2		chr2:73870143-73870352	+	0
WDR11-AS1	WDR11-AS1_120791314-120791597	0.4125	0.0445477272147525	2		chr10:120791314-120791597	-	0
TRIT1	TRIT1_39850119-39850261	0.28175	0.0839816448199645	4		chr1:39850119-39850261	-	0
SLC9B1	SLC9B1_102949257-102949427	0.4485	0.119501046020527	2		chr4:102949257-102949427	-	0
AL137786.1	AL137786.1_96593490-96593579	0.556333333333333	0.158083311368826	3		chr14:96593490-96593579	+	0
AL109947.1	AL109947.1_109494465-109494568	0.593	0.12950289572052	3		chr6:109494465-109494568	+	0
CDK14	CDK14_90709816-90709957	0.297	0.0721248916810278	2		chr7:90709816-90709957	+	0
FAM66D	FAM66D_12145639-12145700	0.417666666666667	0.0716542624924249	3		chr8:12145639-12145700	+	0
ABCA7	ABCA7_1055083-1055351	0.4335	0.194454364826301	2		chr19:1055083-1055351	+	0
SUZ12	SUZ12_31940286-31940332	0.362666666666667	0.164329952635949	3		chr17:31940286-31940332	+	0
CDIPTOSP	CDIPTOSP_29865356-29865442	0.4045	0.0962998788507372	4		chr16:29865356-29865442	+	0
AC091078.1	AC091078.1_93530237-93530437	0.4775	0.0318198051533946	2		chr15:93530237-93530437	+	0
ATG16L2	ATG16L2_72822848-72822961	0.2875	0.0148492424049175	2		chr11:72822848-72822961	+	0
GPR137B	GPR137B_236179879-236180028	0.501333333333333	0.198631148950343	3		chr1:236179879-236180028	+	0
RCC1	RCC1_28508128-28508160	0.4415	0.164755880016466	2		chr1:28508128-28508160	+	0
C2orf80	C2orf80_208171988-208172075	0.2135	0.00494974746830584	2		chr2:208171988-208172075	-	0
PTPN18	PTPN18_130359233-130359309	0.516	0.014142135623731	2		chr2:130359233-130359309	+	0
MAPK4	MAPK4_50721938-50722099	0.254333333333333	0.0461771949487334	3		chr18:50721938-50722099	+	0
POU2F2	POU2F2_42116709-42117005	0.273	0	2		chr19:42116709-42117005	-	0
MBTD1	MBTD1_51209314-51209430	0.252	0	2		chr17:51209314-51209430	-	0
CATSPER2	CATSPER2_43632717-43632928	0.4915	0.112429978208661	2		chr15:43632717-43632928	-	0
HAUS3	HAUS3_2241520-2241781	0.423	0.0678822509939085	2		chr4:2241520-2241781	-	0
HAUS3	HAUS3_2241520-2241837	0.398	0.0325269119345812	2		chr4:2241520-2241837	-	0
CLHC1	CLHC1_55206270-55206376	0.44425	0.108087541681114	4		chr2:55206270-55206376	-	0
AL450267.2	AL450267.2_36781470-36781893	0.4425	0.188797510576808	2		chr9:36781470-36781893	+	0
AL450267.2	AL450267.2_36781470-36781897	0.584	0.175362481734264	2		chr9:36781470-36781897	+	0
ANKRD23	ANKRD23_96838499-96839644	0.3525	0.108187337521542	2		chr2:96838499-96839644	-	0
SGSM1	SGSM1_24847634-24847796	0.2645	0.0445477272147525	2		chr22:24847634-24847796	+	0
LTBP4	LTBP4_40611152-40611394	0.545	0.0551543289325507	2		chr19:40611152-40611394	+	0
COX10-AS1	COX10-AS1_13892725-13892839	0.6895	0.263750829382582	2		chr17:13892725-13892839	-	0
COX10-AS1	COX10-AS1_13892725-13892842	0.508	0.189504617357995	2		chr17:13892725-13892842	-	0
TANGO6	TANGO6_68878107-68878280	0.293	0	2		chr16:68878107-68878280	+	0
MEG8	MEG8_100910233-100910304	0.454	0.152735064736294	2		chr14:100910233-100910304	+	0
YAP1	YAP1_102209517-102209564	0.521	0.0330605505096331	3		chr11:102209517-102209564	+	0
UEVLD	UEVLD_18575347-18575412	0.246	0.00989949493661167	2		chr11:18575347-18575412	-	0
DNHD1	DNHD1_6533027-6533184	0.308	0.103237590053236	2		chr11:6533027-6533184	+	0
EEF1AKMT2	EEF1AKMT2_124789043-124789157	0.3825	0.170412734265958	2		chr10:124789043-124789157	-	0
ATE1	ATE1_121924266-121924329	0.2115	0.0148492424049175	2		chr10:121924266-121924329	-	0
CYTL1	CYTL1_5016836-5016964	0.36	0.0325269119345812	2		chr4:5016836-5016964	-	0
MTMR14	MTMR14_9662267-9662375	0.252	0.00707106781186548	2		chr3:9662267-9662375	+	0
PTPN21	PTPN21_88485782-88485842	0.46	0.176776695296637	2		chr14:88485782-88485842	-	0
RAD18	RAD18_8912312-8912372	0.34825	0.117050914847628	4		chr3:8912312-8912372	-	0
PARL	PARL_183856432-183856551	0.454	0	2		chr3:183856432-183856551	-	0
FAM160A1	FAM160A1_151482524-151482648	0.32	0.024	3		chr4:151482524-151482648	+	0
CAMK2A	CAMK2A_150228192-150228286	0.4035	0.0912167747730646	2		chr5:150228192-150228286	-	0
PMS1	PMS1_189863743-189863974	0.268	0.0650538238691624	2		chr2:189863743-189863974	+	0
GREB1	GREB1_11588746-11588931	0.311	0.149906637611548	2		chr2:11588746-11588931	+	0
ADGRV1	ADGRV1_90692605-90692786	0.399	0.0254558441227157	2		chr5:90692605-90692786	+	0
PHTF2	PHTF2_77942700-77942786	0.329	0.15980613254816	2		chr7:77942700-77942786	+	0
KIAA1755	KIAA1755_38227154-38227240	0.2215	0.0275771644662753	2		chr20:38227154-38227240	-	0
COCH	COCH_30878811-30878944	0.3345	0.161927452891719	2		chr14:30878811-30878944	+	0
GNE	GNE_36249192-36249397	0.2795	0.0572756492761104	2		chr9:36249192-36249397	-	0
CTU2	CTU2_88711635-88711695	0.2605	0.0841457069611991	2		chr16:88711635-88711695	+	0
BRCC3	BRCC3_155072327-155072343	0.286	0.0636396103067893	2		chrX:155072327-155072343	+	0
FRMPD3	FRMPD3_107533505-107533550	0.309	0.111476454913134	3		chrX:107533505-107533550	+	0
RPS19	RPS19_41863871-41863985	0.5175	0.1209152595829	2		chr19:41863871-41863985	+	0
MRTFB	MRTFB_14148667-14148729	0.630666666666667	0.0995506571215546	3		chr16:14148667-14148729	+	0
IDH3A	IDH3A_78155213-78155251	0.277	0.0820243866176395	2		chr15:78155213-78155251	+	0
MGA	MGA_41742546-41743172	0.287	0.0185202591774521	3		chr15:41742546-41743172	+	0
MYRF	MYRF_61770246-61770525	0.2465	0.00353553390593274	2		chr11:61770246-61770525	+	0
AP001931.2	AP001931.2_57789037-57789155	0.306	0.0183847763108503	2		chr11:57789037-57789155	+	0
ZNF330	ZNF330_141224487-141224506	0.4645	0.0473761543394987	2		chr4:141224487-141224506	+	0
DOCK7	DOCK7_62487398-62487412	0.291	0.0325269119345812	2		chr1:62487398-62487412	-	0
ANK2	ANK2_113373285-113373449	0.2355	0.00212132034355962	2		chr4:113373285-113373449	+	0
TSNARE1	TSNARE1_142318544-142318634	0.237	0.0254558441227157	2		chr8:142318544-142318634	-	0
TUT4	TUT4_52497006-52497183	0.413	0.0755446887610241	3		chr1:52497006-52497183	-	0
HSPBAP1	HSPBAP1_122752591-122752674	0.214	0.00707106781186548	2		chr3:122752591-122752674	-	0
ECEL1	ECEL1_232481091-232481156	0.302	0.125865007051205	2		chr2:232481091-232481156	-	0
ZNF664	ZNF664_123988046-123988138	0.2325	0.00353553390593272	2		chr12:123988046-123988138	+	0
TRNT1	TRNT1_3149094-3149233	0.40125	0.0745089480084999	4		chr3:3149094-3149233	+	0
AATK	AATK_81134368-81134501	0.266	0.0734302390027433	3		chr17:81134368-81134501	-	0
PAX6	PAX6_31801230-31801326	0.288	0	2		chr11:31801230-31801326	-	0
MGAT4B	MGAT4B_179802804-179803030	0.64	0.251730014102411	2		chr5:179802804-179803030	-	0
HLA-F-AS1	HLA-F-AS1_29738551-29738886	0.462	0.154149278298667	2		chr6:29738551-29738886	-	0
SAXO2	SAXO2_82263359-82263438	0.43	0.0557494394590654	3		chr15:82263359-82263438	+	0
MYOM2	MYOM2_2142375-2142397	0.5186	0.182663077823626	5		chr8:2142375-2142397	+	0
AP001453.3	AP001453.3_64297119-64297279	0.3985	0.0431335136523794	2		chr11:64297119-64297279	+	0
CD44	CD44_35208105-35208206	0.9015	0.118086832458153	2		chr11:35208105-35208206	+	1
CDH26	CDH26_60001343-60001411	0.311	0.0608111831820431	2		chr20:60001343-60001411	+	0
OBSCN	OBSCN_228305123-228305386	0.3525	0.00636396103067893	2		chr1:228305123-228305386	+	0
ERI3	ERI3_44339045-44339322	0.3455	0.111015764646288	2		chr1:44339045-44339322	-	0
TSPOAP1	TSPOAP1_58305061-58305171	0.242	0.0240416305603426	2		chr17:58305061-58305171	-	0
MTF2	MTF2_93110230-93110246	0.3445	0.0190918830920368	2		chr1:93110230-93110246	+	0
WASH8P	WASH8P_18373-18471	0.2235	0.00777817459305203	2		chr12:18373-18471	-	0
GALNT8	GALNT8_4746144-4746258	0.4205	0.0700035713374682	2		chr12:4746144-4746258	+	0
GATD1	GATD1_774008-774113	0.2775	0.0318198051533946	2		chr11:774008-774113	-	0
PPP4R1L	PPP4R1L_58238211-58238311	0.341	0.0636396103067893	2		chr20:58238211-58238311	-	0
KANK2	KANK2_11195622-11195820	0.22675	0.0307394968512282	4		chr19:11195622-11195820	-	0
AC004890.2	AC004890.2_149289548-149289726	0.3415	0.0473761543394987	2		chr7:149289548-149289726	+	0
PTAR1	PTAR1_69718650-69718684	0.3425	0.0162634559672906	2		chr9:69718650-69718684	-	0
LINC01597	LINC01597_30288271-30288385	0.312	0.0197989898732233	2		chr20:30288271-30288385	-	0
IZUMO4	IZUMO4_2098787-2098804	0.3385	0.00777817459305199	2		chr19:2098787-2098804	+	0
ST6GALNAC2	ST6GALNAC2_76568713-76568796	0.2445	0.0586898628384834	2		chr17:76568713-76568796	-	0
ST6GALNAC2	ST6GALNAC2_76568713-76568913	0.458	0.189214164374658	4		chr17:76568713-76568913	-	0
LINC02177	LINC02177_9401730-9401783	0.342	0.0812649986156402	3		chr16:9401730-9401783	+	0
TRIT1	TRIT1_39850123-39850261	0.4105	0.0261629509039022	2		chr1:39850123-39850261	-	0
PPP1R7	PPP1R7_241153483-241153604	0.2825	0.000707106781186548	2		chr2:241153483-241153604	+	0
NRN1	NRN1_6006695-6006783	0.281	0.0650538238691624	2		chr6:6006695-6006783	-	0
SYBU	SYBU_109642728-109642932	0.226333333333333	0.0306648550189518	3		chr8:109642728-109642932	-	0
SH3YL1	SH3YL1_260085-261130	0.622	0.0155563491861041	2		chr2:260085-261130	-	0
HSD3B7	HSD3B7_30985653-30985947	0.506333333333333	0.141549755680938	3		chr16:30985653-30985947	+	0
CFAP61	CFAP61_20056646-20056796	0.357666666666667	0.0329292170167062	3		chr20:20056646-20056796	+	0
GSTZ1	GSTZ1_77327472-77327552	0.419333333333333	0.044792112400883	3		chr14:77327472-77327552	+	0
DCT	DCT_94462010-94462189	0.323	0.124450793488832	2		chr13:94462010-94462189	-	0
ZDHHC20	ZDHHC20_21421061-21421164	0.447333333333333	0.196696043003751	3		chr13:21421061-21421164	-	0
STXBP2	STXBP2_7643165-7643245	0.2485	0.0502045814642449	2		chr19:7643165-7643245	+	0
PRDM4	PRDM4_107751647-107752209	0.2795	0.0176776695296637	2		chr12:107751647-107752209	-	0
SLC6A12	SLC6A12_212026-212110	0.394	0.0381837661840736	2		chr12:212026-212110	-	0
ALG9	ALG9_111865181-111865251	0.208	0.00565685424949239	2		chr11:111865181-111865251	-	0
CEP135	CEP135_55980143-55980295	0.4375	0.0883883476483184	2		chr4:55980143-55980295	+	0
RHPN1	RHPN1_143380065-143380783	0.3045	0.0403050865276332	2		chr8:143380065-143380783	+	0
ACSS3	ACSS3_81220013-81220076	0.2255	0.0318198051533946	2		chr12:81220013-81220076	+	0
CCDC125	CCDC125_69294793-69294900	0.2485	0.067175144212722	2		chr5:69294793-69294900	-	0
FAM86DP	FAM86DP_75427427-75427692	0.606333333333333	0.178640234363184	3		chr3:75427427-75427692	-	0
MYO19	MYO19_36498266-36498559	0.267333333333333	0.0742316194982524	3		chr17:36498266-36498559	-	0
SLC38A2	SLC38A2_46370512-46370627	0.2365	0.0403050865276332	2		chr12:46370512-46370627	-	0
GNPDA2	GNPDA2_44710953-44711137	0.2835	0.0954594154601839	2		chr4:44710953-44711137	-	0
CENPU	CENPU_184702363-184702441	0.472	0.107480230740355	2		chr4:184702363-184702441	-	0
HACE1	HACE1_104849142-104849246	0.3465	0.051618795026618	2		chr6:104849142-104849246	-	0
PHF20L1	PHF20L1_132825035-132825157	0.523	0	3		chr8:132825035-132825157	+	0
ITGB7	ITGB7_53195626-53195721	0.3375	0.0459619407771256	2		chr12:53195626-53195721	-	0
VIPR2	VIPR2_159034213-159034304	0.307	0.0353553390593274	2		chr7:159034213-159034304	-	0
ATP2A3	ATP2A3_3953347-3953429	0.206	0	2		chr17:3953347-3953429	-	0
DOC2A	DOC2A_30010899-30010989	0.452	0.171119841047144	2		chr16:30010899-30010989	-	0
PHF8	PHF8_53993601-53993903	0.311	0.00529150262212919	3		chrX:53993601-53993903	-	0
SLC12A6	SLC12A6_34275345-34275389	0.374	0.0240416305603426	2		chr15:34275345-34275389	-	0
UNC79	UNC79_93575058-93575198	0.6	0.0862670273047588	2		chr14:93575058-93575198	+	0
ARHGAP17	ARHGAP17_24959671-24959752	0.3935	0.0275771644662753	2		chr16:24959671-24959752	-	0
SCAMP5	SCAMP5_74997234-74997316	0.8855	0.0997020561473032	2		chr15:74997234-74997316	+	1
ITGA10	ITGA10_145907041-145907150	0.576	0.0834386001800126	2		chr1:145907041-145907150	-	0
TBL1XR1	TBL1XR1_177064920-177065022	0.233	0.0282842712474619	2		chr3:177064920-177065022	-	0
RNF13	RNF13_149902072-149902162	0.2095	0.00353553390593274	2		chr3:149902072-149902162	+	0
EFCAB12	EFCAB12_129421367-129421803	0.322	0.0367695526217005	2		chr3:129421367-129421803	-	0
FAM66C	FAM66C_8194713-8194796	0.2965	0.00353553390593274	2		chr12:8194713-8194796	+	0
