splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
SE	BS_YT4E515V	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	615	0	NA	NA	200	100	NA	NA	1	NA	NA
A3SS	BS_GF8MHY11	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	147	2	NA	NA	220	110	NA	NA	0.9740000000000001	NA	NA
RI	BS_GF8MHY11	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	5	173	NA	NA	220	110	NA	NA	0.013999999999999999	NA	NA
RI	BS_GF8MHY11	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	75	40	NA	NA	220	110	NA	NA	0.484	NA	NA
SE	BS_GF8MHY11	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	249	0	NA	NA	193	110	NA	NA	1	NA	NA
SE	BS_GF8MHY11	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	318	2	NA	NA	220	110	NA	NA	0.988	NA	NA
SE	BS_GF8MHY11	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	90	40	NA	NA	201	110	NA	NA	0.552	NA	NA
SE	BS_GF8MHY11	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	274	9	NA	NA	220	110	NA	NA	0.938	NA	NA
MXE	BS_33AQSPRP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	237	323	NA	NA	183	180	NA	NA	0.419	NA	NA
RI	BS_33AQSPRP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	0	204	NA	NA	200	100	NA	NA	0	NA	NA
RI	BS_33AQSPRP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	149	18	NA	NA	200	100	NA	NA	0.805	NA	NA
SE	BS_33AQSPRP	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	731	4	NA	NA	180	100	NA	NA	0.99	NA	NA
SE	BS_33AQSPRP	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	641	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_33AQSPRP	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	147	18	NA	NA	191	100	NA	NA	0.81	NA	NA
SE	BS_33AQSPRP	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	248	0	NA	NA	200	100	NA	NA	1	NA	NA
RI	BS_J4QMPCS6	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	21	69	NA	NA	234	117	NA	NA	0.132	NA	NA
RI	BS_J4QMPCS6	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	35	55	NA	NA	234	117	NA	NA	0.24100000000000002	NA	NA
SE	BS_J4QMPCS6	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	269	0	NA	NA	200	117	NA	NA	1	NA	NA
SE	BS_J4QMPCS6	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	13	55	NA	NA	208	117	NA	NA	0.11699999999999999	NA	NA
SE	BS_J4QMPCS6	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	86	0	NA	NA	234	117	NA	NA	1	NA	NA
A3SS	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	501	3	NA	NA	200	100	NA	NA	0.988	NA	NA
A3SS	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861701	200861862	426	1	NA	NA	200	100	NA	NA	0.995	NA	NA
MXE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	466	569	NA	NA	183	180	NA	NA	0.446	NA	NA
MXE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	455	582	NA	NA	200	200	NA	NA	0.439	NA	NA
RI	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	27	581	NA	NA	200	100	NA	NA	0.023	NA	NA
RI	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	170	23	NA	NA	200	100	NA	NA	0.787	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	1153	7	NA	NA	180	100	NA	NA	0.9890000000000001	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1035	1	NA	NA	183	100	NA	NA	0.998	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	489	2	NA	NA	195	100	NA	NA	0.992	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200860983	NA	NA	NA	NA	NA	NA	488	2	NA	NA	200	100	NA	NA	0.992	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1071	3	NA	NA	200	100	NA	NA	0.9940000000000001	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	582	2	NA	NA	200	100	NA	NA	0.993	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	455	2	NA	NA	200	100	NA	NA	0.991	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	942	1	NA	NA	200	100	NA	NA	0.998	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	571	23	NA	NA	191	100	NA	NA	0.929	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200861237	200861466	NA	NA	NA	NA	NA	NA	200859679	200859746	200861701	200861862	NA	NA	NA	NA	NA	NA	323	1	NA	NA	200	100	NA	NA	0.9940000000000001	NA	NA
SE	BS_ZEV0M416	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	857	5	NA	NA	200	100	NA	NA	0.988	NA	NA
RI	BS_REVS37G8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	6	95	NA	NA	238	119	NA	NA	0.031	NA	NA
RI	BS_REVS37G8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	28	17	NA	NA	238	119	NA	NA	0.452	NA	NA
SE	BS_REVS37G8	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	336	0	NA	NA	202	119	NA	NA	1	NA	NA
SE	BS_REVS37G8	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	111	17	NA	NA	210	119	NA	NA	0.787	NA	NA
SE	BS_REVS37G8	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	253	0	NA	NA	238	119	NA	NA	1	NA	NA
A5SS	BS_3Y2X2RBJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	655	2	NA	NA	200	100	NA	NA	0.9940000000000001	NA	NA
MXE	BS_3Y2X2RBJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	485	847	NA	NA	183	180	NA	NA	0.36	NA	NA
RI	BS_3Y2X2RBJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	30	738	NA	NA	200	100	NA	NA	0.02	NA	NA
RI	BS_3Y2X2RBJ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	315	166	NA	NA	200	100	NA	NA	0.48700000000000004	NA	NA
SE	BS_3Y2X2RBJ	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	1556	9	NA	NA	180	100	NA	NA	0.99	NA	NA
SE	BS_3Y2X2RBJ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1188	3	NA	NA	183	100	NA	NA	0.995	NA	NA
SE	BS_3Y2X2RBJ	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	1356	2	NA	NA	195	100	NA	NA	0.997	NA	NA
SE	BS_3Y2X2RBJ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	109	166	NA	NA	191	100	NA	NA	0.256	NA	NA
SE	BS_3Y2X2RBJ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	633	13	NA	NA	200	100	NA	NA	0.961	NA	NA
A5SS	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	849	36	NA	NA	200	100	NA	NA	0.922	NA	NA
MXE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200855003	200855086	200856681	200856811	NA	NA	200854615	200854695	200857717	200857884	NA	NA	NA	NA	NA	NA	36	1007	NA	NA	200	183	NA	NA	0.032	NA	NA
MXE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856681	200856811	200857717	200857884	NA	NA	200855003	200855086	200857972	200858089	NA	NA	NA	NA	NA	NA	1260	969	NA	NA	200	200	NA	NA	0.565	NA	NA
MXE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200857884	200857972	200858089	NA	NA	200856681	200856811	200859679	200860983	NA	NA	NA	NA	NA	NA	1324	792	NA	NA	200	200	NA	NA	0.626	NA	NA
RI	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	40	970	NA	NA	200	100	NA	NA	0.02	NA	NA
RI	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	492	292	NA	NA	200	100	NA	NA	0.457	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	1305	10	NA	NA	180	100	NA	NA	0.986	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1966	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200853902	200853993	200857717	200857884	NA	NA	NA	NA	NA	NA	46	2	NA	NA	200	100	NA	NA	0.92	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200855003	200855086	200857717	200857884	NA	NA	NA	NA	NA	NA	1003	4	NA	NA	200	100	NA	NA	0.992	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	1761	36	NA	NA	195	100	NA	NA	0.9620000000000001	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	2047	2	NA	NA	200	100	NA	NA	0.998	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	1292	2	NA	NA	200	100	NA	NA	0.997	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	2578	1	NA	NA	200	100	NA	NA	0.9990000000000001	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1187	292	NA	NA	191	100	NA	NA	0.68	NA	NA
SE	BS_CX2EPMNP	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	2770	55	NA	NA	200	100	NA	NA	0.9620000000000001	NA	NA
A3SS	BS_DZ4B5A40	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	1883	14	NA	NA	200	100	NA	NA	0.985	NA	NA
MXE	BS_DZ4B5A40	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	1355	2183	NA	NA	183	180	NA	NA	0.379	NA	NA
RI	BS_DZ4B5A40	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	49	1748	NA	NA	200	100	NA	NA	0.013999999999999999	NA	NA
RI	BS_DZ4B5A40	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1203	147	NA	NA	200	100	NA	NA	0.804	NA	NA
SE	BS_DZ4B5A40	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	4502	4	NA	NA	180	100	NA	NA	0.998	NA	NA
SE	BS_DZ4B5A40	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	3670	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_DZ4B5A40	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	3600	14	NA	NA	200	100	NA	NA	0.992	NA	NA
SE	BS_DZ4B5A40	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	552	147	NA	NA	191	100	NA	NA	0.6629999999999999	NA	NA
SE	BS_DZ4B5A40	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	2003	11	NA	NA	200	100	NA	NA	0.9890000000000001	NA	NA
RI	BS_QE6F8DQW	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	12	2173	NA	NA	290	145	NA	NA	0.003	NA	NA
RI	BS_QE6F8DQW	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	416	452	NA	NA	290	145	NA	NA	0.315	NA	NA
SE	BS_QE6F8DQW	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	5597	0	NA	NA	228	145	NA	NA	1	NA	NA
SE	BS_QE6F8DQW	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	1614	30	NA	NA	240	145	NA	NA	0.97	NA	NA
SE	BS_QE6F8DQW	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1371	452	NA	NA	236	145	NA	NA	0.6509999999999999	NA	NA
SE	BS_QE6F8DQW	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1750	10	NA	NA	290	145	NA	NA	0.9890000000000001	NA	NA
A3SS	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	1360	17	NA	NA	200	100	NA	NA	0.976	NA	NA
A5SS	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	1489	11	NA	NA	200	100	NA	NA	0.985	NA	NA
MXE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	1354	2005	NA	NA	183	180	NA	NA	0.39899999999999997	NA	NA
MXE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200856681	200856811	NA	NA	200853902	200853993	200856890	200856985	NA	NA	NA	NA	NA	NA	1492	2008	NA	NA	200	180	NA	NA	0.401	NA	NA
MXE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856681	200856811	200856890	200856985	NA	NA	200854615	200854695	200857717	200857884	NA	NA	NA	NA	NA	NA	1584	11	NA	NA	195	200	NA	NA	0.993	NA	NA
MXE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856681	200856811	200856890	200857884	NA	NA	200854615	200854695	200857972	200858089	NA	NA	NA	NA	NA	NA	1323	4	NA	NA	200	200	NA	NA	0.997	NA	NA
MXE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	1331	1431	NA	NA	200	195	NA	NA	0.47600000000000003	NA	NA
MXE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857972	200858089	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	1457	1421	NA	NA	200	195	NA	NA	0.5	NA	NA
MXE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200857884	200857972	200858089	NA	NA	200856681	200856811	200859679	200860983	NA	NA	NA	NA	NA	NA	1457	1423	NA	NA	200	200	NA	NA	0.506	NA	NA
MXE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	1470	1652	NA	NA	200	200	NA	NA	0.47100000000000003	NA	NA
RI	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	71	1643	NA	NA	200	100	NA	NA	0.021	NA	NA
RI	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	388	493	NA	NA	200	100	NA	NA	0.282	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	4159	15	NA	NA	180	100	NA	NA	0.9940000000000001	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	2005	16	NA	NA	180	100	NA	NA	0.986	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	1354	16	NA	NA	183	100	NA	NA	0.9790000000000001	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	3494	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200856681	200856811	NA	NA	NA	NA	NA	NA	200854615	200854695	200856890	200856985	NA	NA	NA	NA	NA	NA	1476	3	NA	NA	200	100	NA	NA	0.996	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	3057	11	NA	NA	195	100	NA	NA	0.993	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	1431	4	NA	NA	195	100	NA	NA	0.995	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200859746	NA	NA	NA	NA	NA	NA	1421	4	NA	NA	195	100	NA	NA	0.995	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	2734	4	NA	NA	200	100	NA	NA	0.997	NA	NA
SE	BS_8MN11EC7	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200857884	NA	NA	NA	NA	NA	NA	200856681	200856811	200859679	200860983	NA	NA	NA	NA	NA	NA	1423	4	NA	NA	200	100	NA	NA	0.9940000000000001	NA	NA
